crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic
NODE_151,127.01918455481353,37.57083487838864,황학동,황학동,1.0,104,30.0,0.1717813302883243,0,10.438,1,3,25,66,0.44,4.0,0.0,2.609499999999999
NODE_164571,127.02117863262053,37.565760225682155,황학동,황학동,1.0,104,30.0,0.1717813302883243,0,10.438,0,0,0,0,0.0,3.0,0.0,2.609499999999999
NODE_164569,127.02201826331775,37.565603358610524,황학동,황학동,1.0,104,30.0,0.1717813302883243,0,10.438,1,0,0,11,0.0,4.0,0.0,2.609499999999999
NODE_167173,126.96904720498506,37.56796525397408,충정로1가,소공동,3.0,103,50.0,0.09772727272727273,0,31.314,1,17,28,43,0.5357142857142857,2.0,0.0,7.828499999999998
NODE_214528,126.99055996543545,37.56098797273839,남학동,필동,1.0,104,50.0,0.18382769695824674,0,10.438,0,0,0,0,0.0,3.0,0.0,2.609499999999999
NODE_165599,127.02441265491134,37.56193608941261,신당동,청구동,1.0,104,30.0,0.2478468022723108,1,10.438,1,1,4,6,0.5,4.0,0.0,2.609499999999999
NODE_165598,127.02441269224819,37.56205051597609,신당동,청구동,1.0,104,30.0,0.2478468022723108,0,10.438,1,1,4,6,0.5,4.0,0.0,2.609499999999999
NODE_165595,127.02437293257934,37.56354951206805,신당동,청구동,2.0,104,30.0,0.2478468022723108,0,20.876,1,0,0,11,0.0,2.0,0.0,5.218999999999998
NODE_214527,126.99035727672653,37.56102512457698,주자동,필동,1.0,104,50.0,0.18382769695824674,0,10.438,0,0,0,0,0.0,3.0,0.0,2.609499999999999
NODE_214526,126.99008139799568,37.56024242378005,주자동,필동,1.0,104,50.0,0.18382769695824674,0,10.438,0,0,0,0,0.0,4.0,0.0,2.609499999999999
NODE_5590,126.96406504268572,37.559244119686134,중림동,중림동,1.0,104,50.0,0.1901991313611407,1,10.438,0,11,20,53,0.7,4.0,0.0,2.609499999999999
