crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic,risk_score,source_crosswalk_id,canonical_crosswalk_id,is_restored_in_sumo_network,sumo_restored_source,crossing_present,walkingarea_present,tlLogic_present,ped_link_indices,ped_has_green,ped_has_red,traci_status,route_smoke_status,final_verdict,runtime_status,registry_crosswalk_id,sumo_restored_level,phase6_ready_confirmed
NODE_5681,126.96922106504655,37.55536079124497,봉래동2가,회현동,3.0,104.0,50.0,0.2946596858638743,0,31.314,1,1,6,33,0.3333333333333333,2.0,0.0,7.828499999999998,15.335750719629049,NODE_5681,5681,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_125895,127.01132222274045,37.55370168943821,신당동,청구동,2.0,104.0,60.0,0.2478468022723108,0,20.876,1,0,0,0,0.0,3.0,0.0,5.218999999999998,15.132392747252409,NODE_125895,125895,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[9],True,True,,,,,NODE_125895,RESTORED_SIGNAL_STRUCTURE_OK,False
NODE_6212,126.97719353022268,37.55614070184521,남창동,회현동,4.0,104.0,40.0,0.2946596858638743,0,41.752,1,0,0,3,0.0,4.0,0.0,10.437999999999995,15.131333224011389,NODE_6212,6212,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10262,126.98091318891164,37.56221627135859,남대문로3가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,0,0,1,0.0,4.0,0.0,5.218999999999998,15.084920865317557,NODE_10262,10262,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_122781,126.9807695416317,37.56184321742557,남대문로3가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,0,0,1,0.0,4.0,0.0,5.218999999999998,15.084920865317557,NODE_122781,122781,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10381,126.9764525015268,37.55415182026164,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,1,9,18,0.5555555555555556,4.0,0.0,5.218999999999998,15.084920865317557,NODE_10381,10381,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[11],True,True,,,,,NODE_10381,RESTORED_SIGNAL_STRUCTURE_OK,False
LINK_127869,126.98068498434569,37.55530372119963,회현동1가,회현동,4.0,104.0,40.0,0.2946596858638743,0,21.743,1,0,0,0,0.0,0.0,0.0,5.435749999999999,15.079208482018988,LINK_127869,127869,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_230879,126.97843317994236,37.55875329537805,남창동,회현동,3.0,104.0,50.0,0.2946596858638743,0,26.539,1,0,0,0,0.0,0.0,0.0,6.634749999999997,15.07783686470414,LINK_230879,230879,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10273,127.0093968995226,37.55678419000314,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,2.0,0.0,10.437999999999995,14.946446640192647,NODE_10273,10273,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_8452,127.00904163505864,37.5566552393805,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,41.752,1,0,0,0,0.0,2.0,0.0,10.437999999999995,14.946446640192647,NODE_8452,8452,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[2],True,True,,,,,NODE_8452,RESTORED_SIGNAL_STRUCTURE_OK,False
LINK_22103,126.98009887303236,37.559554574319264,회현동1가,회현동,3.0,104.0,50.0,0.2946596858638743,0,30.092,1,0,0,0,0.0,0.0,0.0,7.522999999999996,14.922568202149405,LINK_22103,22103,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
