network_group,tls_id,change_type,is_candidate_tls,vehicle_phase_changed,base_phase_count,patched_phase_count,base_controlled_links,patched_controlled_links,risk_level,risk_reason
signal_fix_net_v1,10080348171,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,10185125540,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,10296354655,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,10299171845,unchanged,False,False,6,6,17,17,LOW,
signal_fix_net_v1,10300433336,unchanged,False,False,5,5,9,9,LOW,
signal_fix_net_v1,10300433339,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,10678236518,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,10716511577,unchanged,False,False,6,6,6,6,LOW,
signal_fix_net_v1,10726078215,unchanged,False,False,6,6,8,8,LOW,
signal_fix_net_v1,10974491704,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,10974501405,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,10974501411,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,10974501472,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,10974501473,unchanged,True,False,3,3,5,5,LOW,
signal_fix_net_v1,10974501506,unchanged,False,False,3,3,10,10,LOW,
signal_fix_net_v1,10974501509,unchanged,False,False,3,3,9,9,LOW,
signal_fix_net_v1,10974501535,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11059693772,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11059756892,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11125407477,unchanged,False,False,5,5,4,4,LOW,
signal_fix_net_v1,11125407480,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11125407487,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11125407493,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11125407497,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11125409419,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,11125409423,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,11125409424,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,11125409427,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,11125409430,unchanged,False,False,5,5,10,10,LOW,
signal_fix_net_v1,11125409432,unchanged,False,False,4,4,2,2,LOW,
signal_fix_net_v1,11125409465,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11125409471,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11125409477,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11139302899,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11139302901,unchanged,False,False,3,3,6,6,LOW,
signal_fix_net_v1,11139302904,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11139376903,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418706,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418707,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418708,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418709,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11139418712,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11139418714,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418715,unchanged,True,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418716,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11139418719,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11139418722,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418723,unchanged,True,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418724,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11139418725,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11139418726,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11177412832,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11177413157,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11177413160,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11177413161,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11178710192,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11178710193,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710194,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11178710195,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710196,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710197,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710198,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710199,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710200,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11178710207,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11178710208,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11197929742,unchanged,False,False,4,4,5,5,LOW,
signal_fix_net_v1,11197929743,unchanged,False,False,4,4,4,4,LOW,
signal_fix_net_v1,11197929744,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11197929745,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11197929746,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11197929747,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11197929748,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11197929749,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11197929750,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11197929751,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11197929752,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11197929753,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11197972368,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11197972373,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11197972374,unchanged,False,False,3,3,7,7,LOW,
signal_fix_net_v1,11198015026,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11198015027,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11198015028,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11198015029,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11202819041,unchanged,False,False,4,4,5,5,LOW,
signal_fix_net_v1,11202819042,unchanged,False,False,5,5,5,5,LOW,
signal_fix_net_v1,11202819043,unchanged,False,False,4,4,4,4,LOW,
signal_fix_net_v1,11202819044,unchanged,False,False,4,4,4,4,LOW,
signal_fix_net_v1,11202819045,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11202819046,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202852325,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202852326,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202852327,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11202894930,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11202894931,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11202894932,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11202894933,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202894934,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202894935,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202908599,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202908600,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202943786,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11202943790,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11202943791,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11203001806,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203001809,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203001810,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203001813,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203001814,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203001815,unchanged,False,False,3,3,8,8,LOW,
signal_fix_net_v1,11203001816,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11203001817,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,11203041632,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203041633,unchanged,False,False,3,3,10,10,LOW,
signal_fix_net_v1,11203041634,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11203041635,unchanged,True,False,3,3,5,5,LOW,
signal_fix_net_v1,11203052955,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203052956,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203052957,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203052960,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203052961,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203052964,unchanged,False,False,3,3,12,12,LOW,
signal_fix_net_v1,11203052965,unchanged,True,False,3,3,12,12,LOW,
signal_fix_net_v1,11203052967,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203052968,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203059755,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203059756,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203059757,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203083979,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203083980,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083983,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203083984,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203083987,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203083988,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11203083989,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083990,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203083991,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083992,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083993,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083994,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11203083995,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11203083996,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914851,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914852,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914857,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914858,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914859,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11209914862,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914865,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914866,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11209914867,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11209914868,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11225407063,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11225407064,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11225407065,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11225407068,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11225407069,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11252413193,unchanged,False,False,6,6,14,14,LOW,
signal_fix_net_v1,11252413240,unchanged,False,False,6,6,16,16,LOW,
signal_fix_net_v1,11252413241,unchanged,False,False,6,6,7,7,LOW,
signal_fix_net_v1,11252413243,unchanged,False,False,6,6,14,14,LOW,
signal_fix_net_v1,11252413253,unchanged,False,False,6,6,11,11,LOW,
signal_fix_net_v1,11252413259,unchanged,False,False,7,7,11,11,LOW,
signal_fix_net_v1,11252413260,unchanged,False,False,7,7,29,29,LOW,
signal_fix_net_v1,11252413276,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11252413277,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11257338976,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11270477003,unchanged,False,False,4,4,8,8,LOW,
signal_fix_net_v1,11271477720,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11277565408,unchanged,False,False,3,3,8,8,LOW,
signal_fix_net_v1,11277565409,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11346754524,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11346754525,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11346754526,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11346754527,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,11346791387,unchanged,False,False,3,3,8,8,LOW,
signal_fix_net_v1,11347624895,unchanged,False,False,5,5,17,17,LOW,
signal_fix_net_v1,11395340467,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,11431999310,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11432129898,unchanged,False,False,3,3,9,9,LOW,
signal_fix_net_v1,11432129899,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,11432129900,unchanged,False,False,3,3,8,8,LOW,
signal_fix_net_v1,11462447644,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11462447645,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,11462447646,unchanged,False,False,3,3,2,2,LOW,
signal_fix_net_v1,1149547145,unchanged,False,False,6,6,18,18,LOW,
signal_fix_net_v1,11555013045,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,11555013049,unchanged,False,False,4,4,3,3,LOW,
signal_fix_net_v1,12194128597,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12194128598,unchanged,False,False,3,3,6,6,LOW,
signal_fix_net_v1,12234253870,unchanged,False,False,5,5,13,13,LOW,
signal_fix_net_v1,12234274233,unchanged,False,False,4,4,2,2,LOW,
signal_fix_net_v1,12451306747,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,12451306749,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12492081431,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12492081433,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12492081514,unchanged,False,False,4,4,5,5,LOW,
signal_fix_net_v1,12695909102,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12695909103,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12695909104,unchanged,False,False,4,4,2,2,LOW,
signal_fix_net_v1,12695909105,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12695909106,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12857535717,unchanged,False,False,6,6,9,9,LOW,
signal_fix_net_v1,12857535989,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,12857535999,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,12997876952,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,12997876953,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,12997876954,unchanged,False,False,3,3,1,1,LOW,
signal_fix_net_v1,13088728391,unchanged,False,False,3,3,5,5,LOW,
signal_fix_net_v1,13199890300,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,13199967202,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967203,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967206,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,13199967208,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967209,unchanged,False,False,3,3,3,3,LOW,
signal_fix_net_v1,13199967250,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967251,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967253,unchanged,False,False,7,7,8,8,LOW,
signal_fix_net_v1,13199967254,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967256,unchanged,False,False,3,3,4,4,LOW,
signal_fix_net_v1,13199967257,unchanged,False,False,7,7,8,8,LOW,
